entry_date,direction,entry_price,sl,tp,qty_btc,exit_date,exit_price,pnl_dollar,exit_reason
2020-05-23 16:15:00,SHORT,9002.844956931847,9068.843193417084,8892.847896123121,16.232969,2020-05-23 17:30:00,9068.843193417084,-1071.3473269195165,SL
2020-05-25 03:15:00,SHORT,8990.99661390187,9053.972225226642,8886.037261693918,16.841978,2020-05-25 04:00:00,8990.99661390187,0.0,BE
2020-05-28 04:15:00,SHORT,8748.140916559936,8814.137649847471,8638.146361080711,16.071005,2020-05-28 05:45:00,8718.34106757633,478.9135220147826,TSL
2020-06-01 05:30:00,LONG,9260.217243089328,9190.839111171968,9375.847462951593,15.356755,2020-06-01 06:45:00,9260.217243089328,0.0,BE
2020-06-01 22:15:00,LONG,9336.46321141193,9275.703737265785,9437.729001655507,17.535092,2020-06-01 22:45:00,9275.703737265785,-1065.4229690242792,SL
2020-06-03 06:30:00,LONG,10012.062838244847,9929.711400213879,10149.315234963127,12.80814,2020-06-03 09:00:00,10105.66553035328,1198.8763849017178,TSL
2020-06-05 00:15:00,SHORT,9714.63107004811,9789.68822121208,9589.53581810816,14.212604,2020-06-05 01:00:00,9666.319406319653,686.6345451537165,TSL
2020-06-07 21:00:00,LONG,10335.348576727596,10259.105953838774,10462.419614875631,14.081676,2020-06-07 21:30:00,10335.348576727596,0.0,BE
2020-06-13 14:45:00,LONG,11920.779386318918,11826.878082392213,12077.28155953009,11.433535,2020-06-13 16:30:00,11986.135342119689,747.2496081065678,TSL
2020-06-15 21:30:00,SHORT,11511.416450055247,11607.148861936164,11351.862430253717,11.292898,2020-06-15 22:15:00,11442.248091327714,781.1112199374388,TSL
2020-06-17 02:00:00,LONG,12085.572899102142,11981.563231677072,12258.922344810591,10.469291,2020-06-17 04:45:00,11981.563231677072,-1088.907475086287,SL
2020-06-26 10:15:00,SHORT,11403.791541886807,11491.619646521029,11257.411367496436,12.274185,2020-06-26 11:45:00,11491.619646521029,-1078.018404479795,SL
2020-06-28 14:15:00,SHORT,11085.109864459273,11189.408026496663,10911.279594396956,10.23257,2020-06-28 17:00:00,11189.408026496663,-1067.2382439189387,SL
2020-07-01 00:30:00,SHORT,11334.058483887566,11412.360803221483,11203.554618331036,13.493417,2020-07-01 01:30:00,11412.360803221483,-1056.5658468397137,SL
2020-07-04 07:45:00,LONG,11926.02347817415,11844.758556730174,12061.465013914109,12.871485,2020-07-04 08:45:00,12020.765471565312,1219.470146804446,TSL
2020-07-06 12:30:00,SHORT,11478.330229609019,11543.80164949409,11369.211196467235,16.162699,2020-07-06 13:15:00,11443.207868408948,567.6721522460163,TSL
2020-07-08 19:45:00,SHORT,11018.97334966504,11130.167905534963,10833.649089881836,9.567659,2020-07-08 20:30:00,11018.97334966504,0.0,BE
2020-07-14 06:30:00,LONG,11130.175079224644,11041.418165273019,11278.103269144021,11.986352,2020-07-14 08:30:00,11212.086928182911,981.8242545846216,TSL
2020-07-19 13:15:00,SHORT,10467.512447779432,10553.031736217023,10324.98030038345,12.554944,2020-07-19 13:45:00,10467.512447779432,0.0,BE
2020-07-21 18:00:00,SHORT,9580.639018503723,9660.091559113596,9448.218117487268,13.5136,2020-07-21 20:45:00,9660.091559113596,-1073.6898527855772,SL
2020-07-21 23:15:00,SHORT,9743.318718864759,9813.161204719385,9626.914575773717,15.219289,2020-07-21 23:45:00,9705.342072690106,577.9775533827896,TSL
2020-07-22 00:15:00,SHORT,9788.050780860329,9864.319139152385,9660.93685037357,14.012793,2020-07-22 01:00:00,9748.833731382349,549.5403964056953,TSL
2020-07-24 00:45:00,LONG,10107.156407854845,10037.79444903686,10222.759672551487,15.487281,2020-07-24 01:30:00,10187.976351649944,1251.6811799589027,TSL
2020-07-30 15:00:00,LONG,12684.635221972878,12601.021690935524,12823.991107035135,12.997238,2020-07-30 15:45:00,12684.635221972878,0.0,BE
2020-07-30 15:45:00,LONG,12608.055009489255,12516.21309298982,12761.124870321648,11.832777,2020-07-30 16:30:00,12608.055009489255,0.0,BE
2020-08-03 10:00:00,LONG,13222.26205067161,13121.761761343249,13389.762532885547,10.813351,2020-08-03 11:00:00,13222.26205067161,0.0,BE
2020-08-03 11:00:00,LONG,13183.440969041358,13089.138356445019,13340.611990035255,11.524017,2020-08-03 11:15:00,13089.138356445019,-1086.7449107046225,SL
2020-08-08 16:15:00,SHORT,13645.401625720931,13762.636609729807,13450.00998570614,9.177103,2020-08-08 17:00:00,13762.636609729807,-1075.8775234528032,SL
2020-08-09 03:30:00,LONG,13847.726924614373,13728.567163693211,14046.326526149644,8.938577,2020-08-09 05:30:00,14007.769703276359,1430.5547003641163,TSL
2020-08-12 11:30:00,SHORT,14369.691491549767,14473.439089338626,14196.778828568335,10.40433,2020-08-12 12:30:00,14243.812955634943,1309.6818275746825,TSL
2020-08-12 17:00:00,SHORT,14336.591082523833,14459.628175808824,14131.529260382182,8.879607,2020-08-12 17:15:00,14459.628175808824,-1092.521034793059,SL
2020-08-15 14:30:00,LONG,15368.909187254147,15238.068178167461,15586.977535731958,8.26649,2020-08-15 15:45:00,15448.925159169024,661.4512316746182,TSL
2020-08-19 00:00:00,SHORT,13818.740683343558,13910.411161602133,13665.9565529126,11.870892,2020-08-19 01:00:00,13818.740683343558,0.0,BE
2020-08-19 01:30:00,SHORT,13921.903306791697,14025.197362034318,13749.746548053996,10.535073,2020-08-19 02:45:00,13850.245926805606,754.915729142205,TSL
2020-08-19 05:30:00,SHORT,14047.315624011413,14150.09089188809,13876.023510883617,10.661705,2020-08-19 06:30:00,14150.09089188809,-1095.7595873971106,SL
2020-08-26 06:30:00,SHORT,13147.67323156782,13249.979268689356,12977.163169698593,10.603499,2020-08-26 09:45:00,13025.76980546363,1292.6028567923595,TSL
2020-08-31 14:15:00,SHORT,12051.166121964192,12148.949143758211,11888.19441897416,11.226161,2020-08-31 15:15:00,11966.028357671126,955.7702491340059,TSL
2020-09-01 05:45:00,SHORT,11549.361252803199,11638.985027311635,11399.988295289138,12.354821,2020-09-01 08:00:00,11549.361252803199,0.0,BE
2020-09-02 00:45:00,SHORT,11174.097407000287,11253.78313880343,11041.287853995049,13.895658,2020-09-02 01:15:00,11253.78313880343,-1107.2856766162042,SL
2020-09-02 06:00:00,SHORT,11401.417338107098,11487.166012276377,11258.5028811583,12.784021,2020-09-02 06:15:00,11487.166012276377,-1096.2128513022226,SL
2020-09-02 21:30:00,SHORT,11271.731441149335,11358.454645663254,11127.19276695947,12.51396,2020-09-02 22:30:00,11234.757774224776,462.68698894725986,TSL
2020-09-06 11:15:00,LONG,11688.721496901364,11588.996595599654,11854.929665737547,10.928841,2020-09-06 11:30:00,11588.996595599654,-1089.8775900670805,SL
2020-09-09 12:15:00,SHORT,10779.120760416643,10878.463576347072,10613.549400532596,10.861166,2020-09-09 13:15:00,10878.463576347072,-1078.9788147278384,SL
2020-09-15 07:30:00,SHORT,12946.13485887929,13055.780986989674,12763.39131202865,9.74215,2020-09-15 09:00:00,12888.702770648057,559.512018361908,TSL
2020-09-15 14:15:00,SHORT,12830.534264234439,12933.955870400796,12658.164920623842,10.38259,2020-09-15 15:30:00,12733.155543115285,1011.0433361045157,TSL
2020-09-16 04:30:00,SHORT,12568.914946414376,12664.994723939468,12408.781983872554,11.281193,2020-09-16 06:00:00,12664.994723939468,-1083.8945136576267,SL
2020-09-16 08:15:00,SHORT,12751.981573276456,12847.222665937757,12593.246418840956,11.266729,2020-09-16 09:15:00,12847.222665937757,-1073.0555806787681,SL
2020-09-21 00:45:00,LONG,12732.708569950886,12630.651275144217,12902.804061295335,10.409105,2020-09-21 02:00:00,12630.651275144217,-1062.3250976585748,SL
2020-09-24 08:45:00,LONG,12544.187724528198,12455.006027790683,12692.823885757389,11.792799,2020-09-24 09:15:00,12455.006027790683,-1051.7018241044627,SL
2020-09-28 02:30:00,LONG,13023.277067970868,12935.27520691062,13169.946836404613,11.831395,2020-09-28 03:30:00,13108.656344651145,1010.1559472186369,TSL
2020-09-30 08:45:00,SHORT,12605.5475164149,12688.49048397927,12467.309237140948,12.67481,2020-09-30 10:00:00,12525.153579719585,1018.9778727651399,TSL
2020-10-01 12:45:00,SHORT,12307.468058468145,12391.837383416267,12166.852516887942,12.581304,2020-10-01 14:00:00,12391.837383416267,-1061.4761254471082,SL
2020-10-03 22:30:00,SHORT,12225.432169619931,12312.367755306122,12080.539526809613,12.087816,2020-10-04 00:45:00,12067.84781573181,1904.8506742785005,TSL
2020-10-08 14:15:00,LONG,13781.277628621203,13675.633294017594,13957.351519627218,10.12747,2020-10-08 15:00:00,13675.633294017594,-1069.9098293680072,SL
2020-10-11 00:30:00,SHORT,12521.115800979229,12624.970661809344,12348.02436626237,10.198952,2020-10-11 01:00:00,12624.970661809344,-1059.210740573026,SL
2020-10-13 09:15:00,LONG,12830.572744829195,12741.589772699783,12978.877698378215,11.784487,2020-10-13 09:45:00,12741.589772699783,-1048.6186782804157,SL
2020-10-20 01:30:00,SHORT,11724.75517112202,11803.86333137987,11592.908237358939,13.122951,2020-10-20 01:45:00,11724.75517112202,0.0,BE
2020-10-25 17:30:00,LONG,12332.53038595352,12211.372153389328,12534.460773560508,8.568402,2020-10-25 20:00:00,12438.206602537248,905.4763055284491,TSL
2020-10-28 08:15:00,SHORT,12271.843605848357,12355.446254863973,12132.505857488995,12.525766,2020-10-28 08:45:00,12204.977457283445,837.5497302453208,TSL
2020-10-29 13:30:00,SHORT,12047.015682272344,12153.631832968249,11869.322097779168,9.900589,2020-10-29 14:45:00,11977.963941456013,683.6529055570127,TSL
2020-10-29 17:15:00,SHORT,12154.531155151722,12258.078072652715,11981.952959316735,10.260076,2020-10-29 20:00:00,12258.078072652715,-1062.3992431259182,SL
2020-10-30 09:45:00,LONG,12394.529090430462,12295.969176032911,12558.79561442638,10.67143,2020-10-30 10:45:00,12433.19521223536,412.62281221243796,TSL
2020-10-31 09:00:00,SHORT,12161.409747327178,12264.239458817432,11990.02689484342,10.268448,2020-10-31 13:00:00,12045.17693133471,1193.5306269122186,TSL
2020-11-04 18:00:00,LONG,12494.199827978393,12398.563887261882,12653.59306250591,11.165643,2020-11-04 18:30:00,12398.563887261882,-1067.8367720097256,SL
2020-11-06 00:00:00,LONG,13031.038459977333,12926.679366512288,13204.970282419075,10.130008,2020-11-06 00:45:00,12926.679366512288,-1057.1584516736596,SL
2020-11-12 07:45:00,SHORT,12483.239627228233,12578.195089229783,12324.980523892316,11.021871,2020-11-12 08:00:00,12578.195089229783,-1046.5868529264824,SL
2020-11-13 11:30:00,SHORT,12462.016409936992,12561.963340837628,12295.438191769264,10.366711,2020-11-13 13:45:00,12363.274322474435,1023.6306842610499,TSL
2020-11-14 09:45:00,SHORT,11739.364338433325,11837.328338207706,11576.091005476022,10.681039,2020-11-14 11:00:00,11739.364338433325,0.0,BE
2020-11-22 00:15:00,SHORT,10336.45947435115,10413.029416367202,10208.842904324394,13.665379,2020-11-22 01:00:00,10336.45947435115,0.0,BE
2020-11-22 02:30:00,SHORT,10441.650251304945,10525.75173455643,10301.48111255247,12.441603,2020-11-22 03:15:00,10441.650251304945,0.0,BE
2020-11-22 03:45:00,SHORT,10458.363725880316,10539.282202262997,10323.499598575847,12.931006,2020-11-22 05:45:00,10366.709431260964,1185.182233648599,TSL
2020-11-22 07:15:00,SHORT,10513.841599647878,10586.353553303457,10392.988343555246,14.593582,2020-11-22 07:30:00,10586.353553303457,-1058.2091416528979,SL
2020-11-25 10:15:00,LONG,10915.50414148337,10837.715309430088,11045.152194905506,13.467576,2020-11-25 10:45:00,10837.715309430088,-1047.6270076288117,SL
2020-11-26 22:00:00,LONG,11401.287904917759,11297.942857173295,11573.529651158531,10.035805,2020-11-26 23:30:00,11484.663496043151,836.7411742941648,TSL
2020-11-28 08:30:00,LONG,11953.101184316747,11857.340599555979,12112.702158918028,10.918043,2020-11-28 08:45:00,11857.340599555979,-1045.5181821232134,SL
2020-11-30 02:45:00,SHORT,9903.589391923828,9980.889378386562,9774.756081152604,13.390209,2020-11-30 04:15:00,9980.889378386562,-1035.0629744331861,SL
2020-11-30 07:15:00,SHORT,10117.789747732888,10193.215619380446,9992.079961653624,13.585688,2020-11-30 08:00:00,10078.143650791499,538.6195034634687,TSL
2020-11-30 09:00:00,SHORT,10183.31426405564,10263.387395530439,10049.859044930974,12.864472,2020-11-30 10:45:00,10008.00592035971,2255.2492788426625,TSL
2020-12-05 05:45:00,SHORT,10051.87135467373,10127.001890198926,9926.653795465074,14.010961,2020-12-05 06:00:00,10127.001890198926,-1052.6510031526248,SL
2020-12-06 01:45:00,SHORT,9925.492573408439,9995.563809834464,9808.707179365063,14.872358,2020-12-06 03:00:00,9925.492573408439,0.0,BE
2020-12-06 22:45:00,LONG,10351.745953200276,10272.953409029184,10483.066860152096,13.226182,2020-12-07 01:00:00,10395.555818284081,579.4372489938576,TSL
2020-12-09 08:30:00,LONG,10525.91733242208,10443.748475424643,10662.865427417806,12.753237,2020-12-09 09:15:00,10443.748475424643,-1047.9189073074072,SL
2020-12-12 16:45:00,LONG,12153.371895566594,12058.390941244152,12311.673486103999,10.922608,2020-12-12 18:00:00,12242.307670765045,971.4106096688098,TSL
2020-12-12 20:45:00,LONG,11907.759332000871,11809.027868967094,12072.311770390499,10.60608,2020-12-12 21:30:00,11809.027868967094,-1047.1537954532805,SL
2020-12-13 12:15:00,SHORT,11587.069276657608,11682.639669043388,11427.785289347976,10.847316,2020-12-13 13:15:00,11682.639669043388,-1036.6822464525494,SL
2020-12-14 00:00:00,LONG,11923.753398066896,11828.540739528456,12082.441162297626,10.779191,2020-12-14 00:45:00,11828.540739528456,-1026.3154320036194,SL
2020-12-22 10:15:00,LONG,12102.157437189318,11999.392560058992,12273.432232406529,9.887155,2020-12-22 11:15:00,12143.222903852193,406.02063404317107,TSL
2020-12-24 09:30:00,SHORT,11484.908497182769,11569.754647947215,11343.498245908693,12.023085,2020-12-24 10:00:00,11569.754647947215,-1020.1124825637501,SL
2020-12-24 11:00:00,SHORT,11644.111390807613,11724.487941161906,11510.150473550459,12.564752,2020-12-24 11:30:00,11597.600669180685,584.3956825833867,TSL
2020-12-26 00:00:00,SHORT,11113.230340395015,11197.766593200706,10972.336585718864,12.015618,2020-12-26 00:45:00,11197.766593200706,-1015.7553208646029,SL
2021-01-01 09:15:00,LONG,12457.356260129118,12357.648050470609,12623.536609559967,10.085406,2021-01-01 09:45:00,12357.648050470609,-1005.5977759391855,SL
2021-01-05 22:00:00,LONG,12404.449362472882,12304.690681193175,12570.713831272393,9.979501,2021-01-05 22:45:00,12522.591331906951,1178.9979021092643,TSL
2021-01-09 05:30:00,SHORT,12902.643370871776,13030.19790300829,12690.052483977586,7.897264,2021-01-09 06:00:00,13030.19790300829,-1007.3318146785307,SL
2021-01-09 17:00:00,SHORT,12577.967581322951,12680.583183611425,12406.941577508827,9.71839,2021-01-09 17:45:00,12542.581790720922,343.89291352885624,TSL
2021-01-09 18:15:00,SHORT,12667.686099718116,12774.375442973636,12489.870527625582,9.379544,2021-01-09 19:30:00,12774.375442973636,-1000.6973893962598,SL
2021-01-09 20:45:00,SHORT,12866.582150535358,12974.07363349375,12687.429678938037,9.216455,2021-01-09 22:30:00,12974.07363349375,-990.6904155692888,SL
2021-01-11 20:00:00,LONG,12813.939649581267,12707.028391247715,12992.125080137188,9.17381,2021-01-11 21:30:00,12855.840906060306,384.3941656999741,TSL
2021-01-16 02:45:00,LONG,14005.413238751822,13903.545481515248,14175.192834146113,9.665742,2021-01-16 04:15:00,14192.057386146596,1804.0541745278608,TSL
2021-01-16 10:15:00,LONG,14087.074033088536,13967.10419386269,14287.023765131615,8.357667,2021-01-16 12:15:00,13967.10419386269,-1002.6679662931665,SL
2021-01-22 07:00:00,LONG,14356.276010710522,14234.365019152707,14559.460996640217,8.142345,2021-01-22 07:30:00,14234.365019152707,-992.641352555822,SL
2021-01-24 05:30:00,LONG,15273.36757427759,15147.651017703649,15482.895168567493,7.816909,2021-01-24 06:45:00,15273.36757427759,0.0,BE
2021-01-25 11:15:00,LONG,16453.494584751563,16322.791780345915,16671.33259209431,7.518698,2021-01-25 12:00:00,16453.494584751563,0.0,BE
2021-01-30 00:30:00,SHORT,16005.931494376575,16129.749930740067,15799.567433770755,7.936741,2021-01-30 01:45:00,15870.515144765433,1074.76449402908,TSL
2021-01-30 10:15:00,SHORT,16217.41634276224,16330.614071177879,16028.753462069511,8.776347,2021-01-30 11:15:00,16330.614071177879,-993.4625441874016,SL
2021-02-04 14:15:00,LONG,17362.01492964335,17232.87568012793,17577.247012169046,7.616026,2021-02-04 15:00:00,17232.87568012793,-983.527881929909,SL
2021-02-14 07:00:00,SHORT,17949.36213339849,18090.78844529507,17713.65161357085,6.884806,2021-02-14 07:45:00,17949.36213339849,0.0,BE
2021-02-17 03:45:00,SHORT,17310.84637384767,17451.84165749498,17075.854234435486,6.905853,2021-02-17 05:00:00,17110.315613139675,1384.8359554275949,TSL
2021-02-20 06:00:00,LONG,18548.067671524066,18417.106258537824,18766.336693167807,7.540702,2021-02-20 06:30:00,18417.106258537824,-987.5409888281815,SL
2021-02-24 06:00:00,LONG,18148.900417179648,18030.63196371767,18346.014506282947,8.266495,2021-02-24 07:00:00,18148.900417179648,0.0,BE
2021-02-28 15:00:00,LONG,20903.595557581204,20737.51669596735,21180.39366027096,5.886755,2021-02-28 16:15:00,21046.517412637902,841.3459448642947,TSL
2021-03-01 07:15:00,LONG,21159.92674386632,21013.391296691512,21404.152489157666,6.729287,2021-03-01 08:15:00,21404.20184991308,1643.7972955440828,TSL
2021-03-03 02:00:00,SHORT,20519.299837778228,20676.340977984095,20257.564604101783,6.383786,2021-03-03 03:00:00,20676.340977984095,-1002.5170322702517,SL
2021-03-06 09:30:00,LONG,23822.887883332503,23629.808717483254,24144.68649308125,5.140336,2021-03-06 10:15:00,23822.887883332503,0.0,BE
2021-03-07 06:15:00,LONG,23601.829170237565,23449.619605326385,23855.511778422864,6.520562,2021-03-07 06:45:00,23449.619605326385,-992.4919049963721,SL
2021-03-09 17:00:00,SHORT,22145.235772894135,22328.190224417147,21840.31168702245,5.370555,2021-03-09 18:30:00,21854.77805355726,1559.9191568732508,TSL
2021-03-11 18:45:00,LONG,22230.817442396266,22070.627863896974,22497.80007322842,6.231155,2021-03-11 19:45:00,22070.627863896974,-998.1660930137566,SL
2021-03-13 05:15:00,SHORT,21045.678235734562,21169.99277170054,20838.487342457927,7.949066,2021-03-13 06:15:00,20828.8132229254,1723.8742999108683,TSL
2021-03-20 06:00:00,LONG,24476.982824417442,24265.6344344626,24829.23014100884,4.757184,2021-03-20 09:30:00,24265.6344344626,-1005.4231791189301,SL
2021-03-23 22:30:00,LONG,25953.966020219905,25776.477786344716,26249.779743345218,5.608084,2021-03-23 23:00:00,25953.966020219905,0.0,BE
2021-03-25 07:00:00,LONG,27549.50514049007,27325.97785960673,27922.05060862897,4.453009,2021-03-25 08:00:00,27325.97785960673,-995.3689935190396,SL
2021-03-26 01:45:00,LONG,27086.838226168926,26890.463686771374,27414.129125164847,5.01804,2021-03-26 03:15:00,27086.838226168926,0.0,BE
2021-03-31 13:00:00,SHORT,28309.79888070934,28536.19283926493,27932.475616450018,4.352657,2021-03-31 14:45:00,28309.79888070934,0.0,BE
2021-04-01 11:30:00,LONG,29585.76471265249,29322.99299342797,30023.717578026684,3.750081,2021-04-01 12:30:00,29778.480877972543,722.701229959589,TSL
2021-04-01 18:00:00,LONG,29265.204148575944,29030.59251773337,29656.223533313565,4.231002,2021-04-01 20:45:00,29513.670348931526,1051.2609906368693,TSL
2021-04-05 07:00:00,LONG,31206.091354350312,30969.884802321438,31599.768941065104,4.246939,2021-04-05 09:15:00,31653.032756754146,1898.1328725835374,TSL
2021-04-05 11:45:00,LONG,30851.26928454606,30603.021009019172,31265.016410424207,4.117395,2021-04-05 14:30:00,31135.864676668603,1171.7916445484045,TSL
2021-04-08 01:15:00,LONG,31555.067092174624,31315.213286119917,31954.823435599137,4.310351,2021-04-08 02:15:00,31853.014184800406,1284.2565486466312,TSL
2021-04-09 05:00:00,LONG,32356.63589657399,32120.716710343466,32749.83454029153,4.436675,2021-04-09 05:45:00,32508.134420525268,672.1497137515404,TSL
